professor,comment,rating
Stephen Altaner,"He is one of the best professors I've ever had! Every class starts with a dad joke and he offers tons of extra credit so its so easy to get an A. If you study your notes and take the practice tests you can easily do well on the exams and we never used the textbook. Overall, he's just a great person and teacher.",5.0
Stephen Altaner,Stephen Altaner is the man. No questions asked. He also loves dolomite,5.0
Stephen Altaner,"Prof. Altaner is everything you want in a Professor. He recognizes that many of students are taking his class just for hours, and caters to them well. Also if you like Dad Jokes, you'll like him. His tests need to be studied for, and he has an ok amount of homework, but I got an A in the class and I went to every lecture I liked it so much",5.0
Stephen Altaner,"Honestly there was no reason for me to take this class, but I am so glad I did. Stephen shows cartoons at the beginning of each lecture, and they are actually pretty entertaining, as corny as they seem. The class is pretty lax and interesting, and all the opportunities for extra credit make it an easy A. He's a BOSS",5.0
Stephen Altaner,"Pretty funny guy, clearly loves teaching this class. Gives a few unannounced quizzes. Notes are put online. Lecture is generally pretty entertaining/worth showing up for. Didn't ever use the book. Homework is a pain but not difficult.",5.0
Stephen Altaner,"GEOL110 was a ton of fun if you can bear to give up two weekends. If you're interested you'll learn a lot. Get ready to go hiking (and bring your jacket).   Prof. Altaner is a great guy. The classroom lectures can be slow, but the field trips are great. Ask him questions; he'll tell you about all kinds of cool geology stuff.",5.0
Stephen Altaner,"Very interesting class. Cool topics and shows awesome videos. Commentates with his own humor throughout class. 3 exams including the final, all non-cumulative and practice examsquestions provided. Got A's on all three just reviewing notes and practice tests. Notes provided-just added some pictures and comments. Class website very helpful.",4.5
Stephen Altaner,"Great professor. The class was a blow off, but I really liked the field trips and the class!",5.0
Stephen Altaner,"GEO 118 and Altaner are awesome! Best class and professor I have had at U of I. He might have bad jokes but he does his best to keep lecture interesting with videos and pictures.  The class is not hard, attendance is fairly important because of the pop quizzes.  Can't recommend him and this class enough",5.0
Stephen Altaner,"Super easy class. As long as you keep up with the course notes, it's and easy A. Although attendance is not mandatory, there are 3 pop quizzes throughout the semester. However they are only worth 6% of the grade, and there is one extra credit assignment worth 5% bonus, so missing quizzes won't cost you much. I highly recommend this class.",4.5
Stephen Altaner,"Literally, everything in this class is simple if you attend lecture. However, the only part, and I mean ONLY PART you should be concerned about is the Collaborative Peer Review assignment. DO NOT ASK HIM TO REVIEW YOUR ESSAY. HE THINKS HE HAS A MASTER'S IN ENGLISH, LITERATURE, AND COMMUNICATION. He doesn't. Ruined my GPA with this one assignment.",4.0
Stephen Altaner,You don't really have to go to class because he just draws diagrams.  Notes online.  Exams are kind of tricky so you have to study for them.  Homeworks are easy.  Only difficult thing in this class are the exams.,4.5
Stephen Altaner,"Altaner is awesome! He teaches passionately and clearly, and tells great jokes. Very helpful outside of class, overall a personable guy who loves what he does.",5.0
Stephen Altaner,"Take this course with this prof. The other prof does i-Clicker points. You don't have to go to lecture, but he does hint what will be on the exam. Go to review sessions because he narrows down the content that you need to study for and some questions on his practice exams are on the real ones. Try to get Ann Long as your TA.",4.0
Stephen Altaner,"Professor Altaner is by far one of the best professors I've ever had. He's passionate about his work, makes himself easily accessible for office hours, and is just generally looking to help his students. As an engineering student, this was NOT something I was used to.",5.0
Stephen Altaner,"Altaner is a great Professor! He loves teaching and all his lecture is always well prepared. If you attend his review session before exam, it's very easy to get a good score.",5.0
Stephen Altaner,Very organized and well prepared for classes. He tells jokes at every lecture.,5.0
Stephen Altaner,"Altaner is THE BEST professor on campus. He is funny, really intelligent, loves teaching, and makes class fun. Whoever says Altaner is hard or expects too much is too stupid for the U of I. Just go to class, pay attention, and you will get an A+",5.0
Stephen Altaner,"His class was pretty easy. You can definitely tell he is passionate about geololgy. He tries to keep students interested with comic slides which is nice. As long as you attend lecture, pay attention, and take good notes, you'll do just fine in this course. The exams are harder than you might think But if you spend a decent time studying youre good.",4.5
Stephen Altaner,boring lectures,4.0
Stephen Altaner,"Its a really great and easy class. Doesn't test on anything that he doesn't say in class. Really no need to buy the book. Only a couple of really easy homework assignments, and a paper based entirely on your opinion, graded by other students. The tests weren't hard, but you will need to study if you want a good grade. Overall, great class!",5.0
Stephen Altaner,"Remember the lecture notes word for word and skim over the discussion packet..you'll get an A guaranteed. He plays music before class starts, tell some jokes and show some nice far sides.The class is filled with video clips and pictures. Fun class. I wish the students were a little bit nicer they always leave early before he can finish.",5.0
Stephen Altaner,"Not really the blow off class expected. While the hw load is light, you have to really study for the test and attend lecture because he says somethings that are on the test but not on the notes. Also, lectures are horribly boring, and many people fall asleep. At least he tries to be funny with his comics though.",5.0
Stephen Altaner,Love professor altaner! His farsides are adorable and he thoroughly explains everything. Final is non-cumulative. Light amount of homework. Don't need the textbook. Exams are easy if you STUDY,5.0
Stephen Altaner,One of the easier classes offered at U of I. He plays bad 90's music before class and always put comics on the over head. DO NOT WASTE YOUR MONEY ON THE BOOK! He never uses the book and he puts all his notes online. You are tested on what is in the notes online and nothing else. The home work is really easy and he gives you lots of reminders.,4.5
Stephen Altaner,Professor Altaner is terrific. He keeps the lectures light-hearted through liberal use of corny jokes and irrelevant comics. He promptly responds to emails as well.,4.0
Stephen Altaner,"Really great guy, tells jokes before class so people who walk in late don't miss anything and shows far side cartoons. If you attend lectures and pay attention at all you WILL get an A in this class. Great professor, fairly interesting class.",4.5
Stephen Altaner,"Plays music before class, shows newspaper comics in the middle, and shows clips of tornadoes, earthquakes, volcanoes, and hurricanes at the end. All of his test questions come straight out of his lecture notes.",4.0
Stephen Altaner,"This class is easy, and even though I had no interest in Geology whatsoever, I actually learned something. The professor is silly and starts every class off with comic strips.",5.0
Stephen Altaner,Extremely easy class. Textbook was useless. You will do more than fine if you attend lecture. Plenty of extra credit offered.,4.5
Stephen Altaner,What a great professor!  Favorite teacher by far over entire college career.  He keeps the class involved and likes to tell jokes and show farside cartoons.  Really knows his stuff and is super passionate about geology!  Definitely take this class... super interesting and easy A for 300 level class.,4.0
Stephen Altaner,"Class wasn't as easy as I thought. Easy B, but you actually have to study to get an A. Hardly an homework.",4.0
Stephen Altaner,"He was a really interesting professor, and he seemed to love his job. I was disappointed that the class was not quite as easy as I thought it would be. If you study a lot, it is an easy A, but otherwise it is an easy B.",4.5
Stephen Altaner,"He is a great professor!! He shows about 10 Farside comic strips per class, and he loves his jokes. Overall, the class was pretty easy, just try to go to every class. The discussions are easy points.",5.0
Stephen Altaner,"If you take this class and don't get an A you should seriously consider dropping out of the university. The class is practically set up to give you a passing grade. I didn't study the entire year and got an A because my discussion grade was so high because of all the extra credit. Take this class, don't buy the textbook. Laugh at the Farside's.",4.0
Stephen Altaner,"Easy as pie. Good class, interesting stuff... but remember he IS a geology professor; good luck with the rock talks. Never used the textbook, only the class notes and a CD that comes with the book. He's a funny guy, tells great jokes.  I really enjoyed this class.",5.0
Stephen Altaner,"this class (natural disasters) and prof. are both awesome. not as easy as you may think, but still pretty easy. material is interesting. highlights include him nailing kids with that blue ball and a family throwing rocks at hot lava as it moves towards their house",5.0
Stephen Altaner,"Professor Altaner is one of the best! I definitely recommend GEO 100 for a gen ed and an easy A, but mostly for Prof. Altaner! Great guy, dry sense of humor. I liked him a lot.",5.0
Stephen Altaner,really easy class for physical science gen ed requirement. he starts every class with jokes and then randomly puts jokes up on the projector. personally i think its kind of funny. hes just a weird guy and not everyone appreciates it. he also shows a lot of video clips so the class is not too boring. definitely take this class!,4.5
Stephen Altaner,Energetic and fun. His enthusiasm is contagious and keeps your attention. He is helpful and a great guide.,5.0
Stephen Altaner,"He is a great teacher. Clarified everything you needed to know for the exam. Did not need to purchase the textbook, we didn't use it. Field trips were fun. It's almost always an enjoyable class when the professor is so interested in the topic. Would recommend environmental geology to anyone",4.5
Stephen Altaner,"Personally, I thought his incorporation of dry humor and Farside comics were great. I know people who thopught he was boring and not funny whatsoever, but I disagree. I can see how one can find him to be boring though. It just depends, I guess. GEOL-100 is an easy A anyways. Take notes in lecture, no need for the textbook (although it can help).",5.0
Stephen Altaner,"leads off the class with stand up humor, has intermissions to read some Farside comics each day. his subject isn't very hard and he explains it well. very good teacher.",4.0
Stephen Altaner,"leads off the class with stand up humor, has intermissions to read some Farside comics each day. his subject isn't very hard and he explains it well. very good teacher.",4.0
Stephen Altaner,"Most likely the easiest class you will ever take in college.  Lectures consist of drawing pictures and watching videos of tornadoes, hurricanes, etc.  Notes are already printed out and just filled in during the lecture.  Studied for about 20 minutes for each test and got a 99% for the class.  Take it!",5.0
Stephen Altaner,"Very easy, a 20 point homework assignment online every week, 3 pop quizzes over material you did that day so be careful which days you skip.  only one paper, very easy tests!",4.0
Stephen Altaner,Don't buy the book. Just study the lecture notes over and over and the tests will be easy. And you don't need to go to lecture either. Great guy,5.0
Stephen Altaner,"The class can get boring at times but at others its fun. You can miss some lectures so long as you understand whats going on. Go to the reviews for the test, he covers everything that will be on it. And just try on the hmwrk & writing. Easy A. Interesting material. Not a perfect class, but you can do alot worse!",4.5
Stephen Altaner,No Comments,4.0
Stephen Altaner,"HE IS SO FUNNY! This class was really easy and I hardly ever studied. There are only 3 very easy tests and like 6 homeworks due online, one of which is extra credit. Don't buy the book, it's a waste of your money but you do need the CD that comes with the book to do the homework online.",4.5
Stephen Altaner,"Unbelievably cool class!!! Prof. Altaner rocks. The videos, jokes and Far Sides kept me coming back for more. Didn't have any interest in geology before the class but now I love it. Take this class with Prof. Altaner before you graduate.",5.0
Stephen Altaner,AWESOME. Take Geol. 118. Fun and easy class,4.5
Stephen Altaner,"Loved his class! He keeps it fun and interesting.  I don't really have that much interest in Geology, but I always went to lecture.  The tests aren't easy, but not terribly hard either.",4.5
Stephen Altaner,"He's very funny :) This is fairly easy class, IF you study! You don't have to go every class, but still, you will need notes from his lecture.",4.0
Stephen Altaner,"very dry subject, but he keeps its as interesting as possible, makes really bad jokes but you cant help but laugh lecture notes online. pretty easy discussion session",4.5
Stephen Altaner,"This class was a ridiculous joke. Take this for a gen ed. Prof. Altaner is a master of visual aids-videos, photos, maps-he's really good at making the class interesting. He's got a great sense of humor too. You'll love his jokes. Grade is a farce though, just do the extra credit and study before tests and you'll have an easy A.",5.0
Stephen Altaner,"really easy class, all the notes are posted online, no point in going to class really but it was still fun anyways. he always opens class with jokes and puts up farside overheads in the middle of class",4.5
Stephen Altaner,"great sense of humor. makes lecture worth attending. and beyond that, makes geology interesting, which isnt easy",4.5
Stephen Altaner,Cool guy,4.0
Stephen Altaner,Super!,5.0
Stephen Altaner,"Relatively easy class. No reading necessary. 6 online assignments are time consuming, but easy to do well on. Exams weren't bad at all.",4.5
Stephen Altaner,So fun and laid back. Not afraid to look goofy in front of 500 students. Excellent!,5.0
Stephen Altaner,"Easy class, lecture notes online.  Exams come directly from notes and the book does not need to be purchased. Makes somewhat uninteresting content and makes it interesting. Worthwhile class to take.",4.5
Stephen Altaner,"easiest class I've ever taken.  discussion attendance is mandatory, but I went to 2 lectures all semester.  Give yourself about an hour before the test to read through the notes on the website and you are set.",5.0
Stephen Altaner,"Easy class.  He keeps your interest through humor, and his lectures were definitely worth going to.  I thought he was a great professor, definitely a break from the boring, monotone professors we are all used to.",4.5
Stephen Altaner,"A very fun teacher.  His lectures are laid back, and his humor is definitely a relief from most professors' monotone lectures.  Good teacher, and a good lecturer.",4.0
Stephen Altaner,"Online hw's were very time consuming, there's 6, one's extra credit.  Exams not too bad.  I'd say this class is an easy B, B+...not an easy A.  Classes are always somewhat fun, he's an excellent professor.",4.5
Stephen Altaner,Really easy gen ed. Tries to make it interesting. throws in jokes and comics.  3 tests. final is just the 3rd exam. all class notes online.,4.5
Stephen Altaner,"great class, not much homework, tests are relatively easy and he makes the class interesting.  perfect example of what interesting lecture can teach you without the use of a textbook...easy natural science credit",4.5
Stephen Altaner,funny,5.0
Stephen Altaner,"He likes to tell jokes that are really corny, but the class itself was easy and he seems like a nice guy.",4.0
Stephen Altaner,Turned a boring class into an enjoyable fun atmosphere,5.0
Stephen Altaner,"The class was so easy. He is such a goofy guy and that is important in boring gen ed classes. Take it, it's awesome.",4.5
Stephen Altaner,Prof. Altaner is an awesome professor.  His class is easy and he is hilarious.  I enjoy going to his class a lot.  Definitely take a class with him if you have the chance.,4.5
Stephen Altaner,"This class is awesome! He always has plenty of jokes and FarSide comics to share, and he's just got a great personality in general. The class is simple with notes online and tests straight from them. Very easy A!",5.0
Stephen Altaner,He rocks!,5.0
Stephen Altaner,Stephen Altaner is my FAVORITE professor. He always has jokes and farsides. I love his class,5.0
Stephen Altaner,"He is a good guy. The ""Farside"" cartoons keep things interesting.",4.5
Stephen Altaner,love his farsides! begins everyday w/ joke..he's pretty funny!,4.5
Stephen Altaner,No Comments,4.0
Stephen Altaner,Altaner is a ****. Shows farside comics in class. Funny in a nerdy sort of way. Good teacher.,4.0
Stephen Altaner,i got an A+ and hardly studied,4.5
Stephen Altaner,"What an entertaining guy.  The material presented is by no means the most interesting stuff in the world, but his class is extremely easy.  Read the lecture notes and you're golden come exam time.  ""Rocks for Jocks""?  I think so.",5.0
Stephen Altaner,Really Easy.,5.0
Stephen Altaner,Great sense of humor and very fair tests.  One of the best professors on campus.,5.0
Stephen Altaner,"Semi Boring, but hey, its a class about rocks.  Harder than you would expect, if you listen to him you'll do just fine.",4.0
Stephen Altaner,"wishes he could make rocks interesting, but he just can't.  but he is hilarious and the class is easy and straightforward.  i liked him, he cracked me up, and he shows far side cartoons daily.",4.0
Stephen Altaner,Super easy.,5.0
Stephen Altaner,He was funny and provided you with past tests.,4.0
Stephen Altaner,Altaner tries very hard to keep the class interesting by showing a lot of videos and using the overhead. Lecture notes are online and old exams are available to study off of.,5.0
Stephen Altaner,"Pretty cool guy, tries to keep class entertaining by telling jokes and showing Far Side comics. Notes are posted on Blackboard, so it's easy to skip this class. Overall, relatively easy--not a bad class to take! Lots of videos on natural disasters :)",5.0
Stephen Altaner,No Comments,5.0
Stephen Altaner,No Comments,4.0
Stephen Altaner,No Comments,5.0
Stephen Altaner,"easy, cool, funny, DEMOCRAT!",4.5
Jason Anema,Best math professor I have ever had. Wish he would teach more higher level courses.,5.0
Jason Anema,"Dr. Anema is a very strange but very effective teacher. From what I've heard, Anema's lectures best relate to the actual test material than the other calc 3 professors. He's also very charismatic and entertaining in lecture. I'd come to class just to see his outfit.",5.0
Jason Anema,"Great professor, widely respected among the student and faculty populations. I find that most of his examples, however, are direct from the textbook examples, which means you aren't getting new material if you read the book. He's a pinch dry in tone but besides that he is amazing!",4.0
Jason Anema,He is great at explaining in lecture. TAKE NOTES! He does not put them online.,4.0
Jason Anema,Great lecturer; makes hard material understandable and makes an otherwise tough class understandable.,5.0
Jason Anema,"Took 241 once before and had trouble with everything, took it again with Professor Anema and he was so clear and simple, and would readily do any example problem during lecture if you just asked. His tests while challenging were not impossible if you studied, attended lectures and discussions, and TA hours for the Web Assigns. One of the best!",5.0
Jason Anema,"He isn't funny or anything, but he is happy and wants to genuinely teach you. He is the best of the Math 241 professors my year and explains well. He sometimes gets mad if you don't do what he wants during lecture so always pick that you want to see a difficult example.",4.0
Jason Anema,Dr. Anema is an awesome guy who explains difficult concepts very well. Students from other sections will ditch theirs to hear his lectures because of how clear he is. Available after class for further clarifications.,5.0
Jason Anema,"Best math lecturer I've had. Easiest to understand and a pleasure to attend his class, even if it's a 9am.",5.0
Jason Anema,"Must attend lectures to understand concepts and get an A in the class. I skipped a couple of lectures to catch up on sleep, and my grades plummeted. The curve is generally around 90% and up receive A's.",5.0
Jason Anema,"One of the best lecturers I've had at this university. His lectures are organized, easy to understand and concise. You can tell that he cares about teaching which is very important to a quality lecturer. He wrote his exams so that if you studied hard, you would do well. They were very fair and well-written, assessing you on the important stuff.",5.0
Jason Anema,Anema was an amazing professor when it comes to explaining complex problems in Math 221. If taking Calculus is your first Calc class it may seem a bit challenging but he is very nice and is approachable right after the lecture to answer. His tests has big part of multiple choice where he loves to test students's abilities of theorems and subtleties,5.0
Jason Anema,"MATH 221 can be challenging  if it's your first calculus course, but Anema is among the best lecturers available. He moves at a reasonable pace, which can't always be said about the other professors in the department. You'll need to go to your discussion sections every week and keep up with the WebAssign homework assignments if you wish to pass.",4.0
Jason Anema,"Anema is an amazing lecturer, but kind of crazy when it comes to exams. (full disclosure: this was a newly ""restructured"" class) We had no past exams, the midterms and final were VERY difficult, and they were some of the longest exams I've ever seen. It was a struggle to finish them in the time much less do very well. Thank goodness for the curve.",4.0
Jason Anema,"His lectures are very organized, interesting and straightforward. Great teacher, really enjoyed his lectures. Would definitely recommend taking classes with him!",4.0
Jason Anema,"Professor Anema is an amazing teacher, class was a lot of work, make sure you do the webassign, midterms are hard but curved. Great person to talk to, wears the same thing everyday!",5.0
Jason Anema,Superb and chill dude. Great lectures and explanations. Even gives a list of important questions before exams and finals. 10/10 would recommend.,5.0
Jason Anema,"Professor Anema is genuinely a great guy, and gives really great, thorough lectures. His tests are quite hard though, as they are somewhat long, difficult, and the grading (done by TAs) can be harsh. I would not only rely on notes, but also on the textbook, as it's a great resource.",4.0
Jason Anema,"I had him for Calculus I, and he is honestly a really amazing professor. Attending lectures is very useful and essential for getting a good grade in his class. However, he very clear in his instruction and really helps you understand the material. He is also a humorous person and fun to listen to in lecture.",5.0
Jason Anema,"Totally chill dude, and he taught the class really well. His lectures were moved at a good pace that let you keep up without getting bored to death. He wrote in a bunch of different colors so it was really clear and easy to tell what went with what. The exams weren't too bad, but I thought the quizzes were hit or miss. Definitely take Anema for 241",4.0
Jason Anema,"Professor Anema is a great guy, and I really enjoy his lectures.  I came into this class with a positive opinion on math, and I still have that same opinion.  His explanations are very clear, and he does a great job of giving helpful examples in class.  He is very chill, and his lectures flow very well.  Take professor Anema! You won't regret it!!!",5.0
Jason Anema,He gave examples and explained concepts pretty easily in lectures.  Was an easy to hear guy and wrote big enough for the whole lecture to see.  His tests are long but if you study enough to understand you will be fine.,4.5
Jason Anema,"he explains things well in lectures, test are long and you need to work fast, definitely suggest reading textbook!",4.0
Jason Anema,He's a really good teacher! And he makes math fun (or as fun as Lin algebra can get). Definitely approachable and I found the class pretty easy with enough textbook practice.,5.0
Jason Anema,"Prof Anema is good at explaining theorems and formulae. Yet, I have to read my e-textbook thoroughly after each lesson. Midterms could be tough coz you may not finish. The final was full of tricky or twisted prompts. His class requires more than practice. Understanding all the concepts is essential to get an A.",4.5
Jason Anema,"Very nice guy, and one of the better lecturers.  However, tests are not as easy as some of the other teachers classes.  If you want to learn calculus take his class.  If you want an easy time go elsewhere.",4.5
Jason Anema,"Jason is literally the sweetest teacher I've ever had. He's really approachable and tries really hard to help you. I'm definitely going to try to get him again. The tests were basically exactly like the practice tests, thank god. If I had the other teacher, I wouldn't have passed this class.",5.0
Jason Anema,"Jason was the best teacher! I thought the class was pretty easy, some of my friends struggled, but that's because the material can be tough if you aren't good at math.  Jason is amazing at explaining the problems! The midterms and tests were very similar to the homework and practice tests he gave us.",5.0
Jason Anema,He's a great teacher if you pay attention in lecture.  The weekly homework wasn't hard to get done.  Midterms are just like the practice tests he gives us.,5.0
Lawrence Angrave,"Amazing lecturer, among the best. Very knowledgeable, makes class entertaining and easy to understand. Class has excessively difficult MPs. Every MP are two steps abstracted from lecture. Tons of documentation, but it takes me hours just to understand how to get started. Difficult quizzes. For normal semesters, no free points. Do everything.",5.0
Lawrence Angrave,"I normally don't show up to lectures, but I showed up to nearly all of his. I thought 241 was the most difficult class I ever took, however it was also my favorite.",5.0
Lawrence Angrave,He is an awesome lecturer! He's got a bunch of fun extra materials about the course content. The course is not particularly hard if you have prior experience in C and some networking stuff. MPs are a big part.,5.0
Lawrence Angrave,"The class in general was badly-run and badly-supported by the infrastructure. But Angrave's lectures were amazing and I learned a lot even with all the problems. Attendance isn't mandatory, but you REALLY need to know the material if you decide to skip lecturethe TAs in discussion and lab are unreliable help if you miss something important.",5.0
Lawrence Angrave,Second time taking a class with Angrave (first time was with CS125) and he is the best lecturer I've ever taken between preparedness and enthusiasm which makes going to class worth it.,5.0
Lawrence Angrave,"This course is difficult, I can see that Angrave tried best to make this course more fascinating. Some lectures are really interesting but some lectures, such as those on file system and part II signals, because of lack of practice of labs, quizzes and mps, really make students confused. But in general, this course is awesome.",4.0
Lawrence Angrave,The amazing class! Angrave is really a enthusiastic teacher and willing to tell you everything ! Learned a lot in this course!,5.0
Lawrence Angrave,"Fantastic lecturer. Keeps class informing and also entertaining,  something which is very hard to do since some of the concepts are dry and syntax heavy.   Difficult course in terms of workload but also very rewarding. You will walk out being an expert programmer in C and understanding how system programming is done.",5.0
Lawrence Angrave,Great lecturer. His way of teaching is highly engaging and visual as well. He makes Systems programming both fun and interesting.,5.0
Lawrence Angrave,CS 241 is hard. It takes a lot of time to finish all MPs and Labs. The material is messy. Final exam is extremely hard compared to midterms and quizzes. Wikibook is the best source for learning.,4.0
Lawrence Angrave,"CS 241 definitely is hard and time consuming, be prepare. Angrave explain so well on the synchronization primitive. This class is worth if you are CS major. Start everything early, mps and labs will be fine. Make sure to work hard in the beginning because that is the hardest period. After that, the course will start getting easier. Good luck.",5.0
Lawrence Angrave,"CS 241 is an overall hard class. The MPs and Lab will take up a lot of time out of your week. Its difficult to start early but Do it!. The midterms are fairly reasonable if you do the MPs and Labs and fully understand them. For the final, the rumors are true it is much much harder than then midterms but on equal level of the quizzes.",5.0
Lawrence Angrave,"Great lecturer on very thought-provoking material. Some of the MPs and labs are tough, but the midterms are generally much easier.  He promotes a friendly and engaging atmosphere, and really knows his stuff.",5.0
Lawrence Angrave,"Awesome lecturer, super engaging and has made CS241 a memorable, yet still difficult, class",5.0
Lawrence Angrave,"Angrave has such enthusiasm, it really made the lectures enjoyable. Start Mp's and labs early because you get 6-7 autograder, and you'll be fine",5.0
Lawrence Angrave,He's a god amongst men. He talked like a pirate on talk like a pirate day. And ate a rubber ducky. He's a goddam legend,5.0
Lawrence Angrave,This professor and this class inspired me to transfer into Computer Science.,5.0
Lawrence Angrave,Great professor but the final exam is extremely hard.  Make sure you go to class. Bad course policy! We got 5% for midterm and 7.5% for each quiz.,4.5
Lawrence Angrave,Real fun classes,4.0
Lawrence Angrave,best professor ever,5.0
Lawrence Angrave,"Great Professor, first time programming and managed an A-. Took a bit of work though. If you have had rigorous experience with recursion, this class might be a joke to you. Take it anyway , Angrave is the bee's knees.",4.5
Lawrence Angrave,Amazing professor.,5.0
Lawrence Angrave,The Best CS Professor on campus,5.0
Lawrence Angrave,"Angrave is a great professor. He definitely does his best to keep the class interesting, and he does a great job of it. The MPs are helpful and the tests are fair. Overall, its a very easy class if you have prior programming experience, but definitely doable even if you don't. Very nice, funny, and intelligent professor.",4.5
Lawrence Angrave,Awesome Professor! Really put a lot of effort into making the course an amazing CS introductory course. Definitely learnt a lot and the MPs given were very interesting as well!,5.0
Lawrence Angrave,"Wat a guy. If youre reading this, angrave, give yourself a pat on the back",5.0
Lawrence Angrave,One word: awesome.,5.0
Lawrence Angrave,"You can really tell he is passionate about CS and teaching his students. Not only that, but he is also extremely intelligent and funny. He is everything you could ever want in a Professor.",4.5
Lawrence Angrave,"My first time programming, Angrave made it a breeze! this class is one of the best classes ever!",5.0
Lawrence Angrave,best class I have ever take in my freshman year in UofI,5.0
Lawrence Angrave,"Overall excellent professor! It's a CS course, so don't expect it to be easy, but he is so enthusiastic that it makes going to lecture fun--and extremely useful!",5.0
Lawrence Angrave,He is great and funny. Love his British accent. I can't be more thankful that taking this course with him inspired me to transfer to computer science major.,5.0
Lawrence Angrave,This guy is incredible.,5.0
Lawrence Angrave,Lawrence Angrave: the most entertaining CS professor you will ever have.,5.0
Lawrence Angrave,Excellent teacher. Not only is he extremely funny but makes sure that the class gets a firm grip on the concepts.,5.0
Lawrence Angrave,"Seldom am I inspired to do anything non-mandatory, but this teacher is so inspiring, teaches so incredibly well, and gives the students every possible tool they could use to pass this class that I felt the need to tell everyone here. If possibly, take this class.",5.0
Lawrence Angrave,What an unbelievable guy. I had him my freshman year at UIUC and he truly inspired me to go into computer science while providing me with a solid foundation to stem from. I'm a software Engineer at Google now and couldnt be more thankful to Angrave for starting it all off.,5.0
Lawrence Angrave,"He's charismatic and helpful. He might make you want to switch to CS at the end of it all. As far as the class goes, it might be difficult for the non-technically minded, but all the resources are there to help (lectures, readings, section, office hours, debug your brain, piazza for constant web support), and grading is almost too forgiving. If you don't manage at least a B in this class with some fair effort CS might not be for you.",5.0
Lawrence Angrave,He is awesome!!!!,5.0
Lawrence Angrave,"Hilarious professor and made lectures interesting. Lectures aren't mandatory but they're helpful and interesting. The MPs can be tough but he regrades them for full credit the following week. Overall, interesting class but without prior Java experience it won't be easy.",5.0
Lawrence Angrave,Angrave made my love computer science! I really suggest taking his class even if you don't think you're interested in CS! He is a fantastic teacher.,5.0
Lawrence Angrave,Best professor I will ever have in my Career as a Student. Shows us funny videos before every class and just keeps joking around to make sure that we do indeed focus in class. He knows how to make fun and work Mix..he has a childlike enthusiasm. Do your Readings and MP's in advance and you will experience the best class in the history of UIUC.,5.0
Lawrence Angrave,Makes CS fun and can answer any question.,5.0
Lawrence Angrave,He's a complete baller. This class was really fun to go to every day. He is loud exciting and funny and truly makes an effort to make the class fun. He also has a british accent.,5.0
Lawrence Angrave,hilarious/crazy guy. he dressed up like a pirate and talked like one for a day. got on top of desks and more. Take his class!!,5.0
Lawrence Angrave,I wish all of my professors were Angrave.,5.0
Lawrence Angrave,So Funny,5.0
Lawrence Angrave,"A fantastic professor--he teaches the introduction to CS for everyone in the department for a reason.  He expects a lot from you, but the class never feels hard (although you'll probably do a lot of work for it).  Even with no prior programming experience, I aced the class and had a lot of fun.",5.0
Lawrence Angrave,"Angrave is literally the best professor on campus.  Always enthusiastic, always knowledgeable, and always looking to help his students.  Great man.",5.0
Lawrence Angrave,"If you are thinking about majoring, or even minoring, in CS, you have to take this class with Angrave. Not that you have a choice really, but there's definitely no one better to teach you for this course. :)",5.0
Lawrence Angrave,One of the best professors ever.,4.5
Lawrence Angrave,"Angrave is fast-praced with high expectations but entirely engaging. There is always help when you need it though. Discussion counts for points (reinforcing worksheets and then a computer-based lab), so go to them. Don't put off your exercises or MPs! I highly recommend having prior programming experience, as most people in the class do.",4.5
Lawrence Angrave,A legend among professors. Surely the best professor ever.,5.0
Lawrence Angrave,BEST TEACHER ANYONE CAN HAVE. PERIOD.,5.0
Lawrence Angrave,Makes the material not only interesting but fun to understand and gives plenty of help in understanding concepts. Awesome Teacher! Take his class if you have any interest in coding.,4.5
Lawrence Angrave,"Angrave's the best prof I've ever had. If you haven't seen the material before, you're going to have to work your butt off. The grading is fair and there are practice exams, so it is possible to do well if you don't have prior programming experience. However, don't even consider this is you're just looking for an easy Quant 1.",5.0
Lawrence Angrave,"Best professor, ever, period.",5.0
Lawrence Angrave,"The man, myth and legend, Lawrence Angrave is the best professor you will ever have in college.",5.0
Lawrence Angrave,"Fantastic professor, very helpful, approachable, and willing to give his time to his students!",5.0
Lawrence Angrave,I absolutely love and adore him!He is the best professor ever....and is really cute too lol! but besides that fact he makes class sooo much fun that people who even hate computer science would fall in love! take him for sure!,5.0
Lawrence Angrave,One of the best professors I've had!,5.0
Lawrence Angrave,"Pretty good professor. Lectures can be somewhat vague, but there are plenty of office hours and online resources to help out. He's got a good sense of humor, and manages to keep things interesting.",4.0
Lawrence Angrave,awesome class!,4.5
Lawrence Angrave,He is an awesome professor. He makes his class so much fun and has cool jokes and tricks in every one of his classes. Attendance is not mandatory per se but u cannot succeed without attending his lectures which I always look forward to. Probably one of the best professors in the whole university.,5.0
Lawrence Angrave,"OMG! what an amazing professor, enjoy his show!",4.5
Lawrence Angrave,"Lectures are fun, but at times I have a hard time keeping up with what he's saying, I think it's the australian accent haha. The exams are okay and the MPs get harder throughout the semester, so be careful.",4.0
